CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-21T18:46:16,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-21T15:09:55.214784,15.49989292,0.00023630,51.6344,136.3369,106.2254,313.1028,0,U,25544,999,52050,0.00013628000000,0.00007327,0.0000000000000,6794.894,92.904,418.365,415.154,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4791727,293163843,0 ISS (ZARYA),1 25544U 98067A   25202.63188906  .00007327  00000-0  13628-3 0  9994,2 25544  51.6344 136.3369 0002363 106.2254 313.1028 15.49989292520508
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-21T13:46:20,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-21T07:37:13.444608,15.49987077,0.00025350,51.6344,137.8967,105.6905,358.2995,0,U,25544,999,52045,0.00015302000000,0.00008283,0.0000000000000,6794.901,92.904,418.488,415.043,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4791450,293126580,0 ISS (ZARYA),1 25544U 98067A   25202.31751672  .00008283  00000-0  15302-3 0  9998,2 25544  51.6344 137.8967 0002535 105.6905 358.2995 15.49987077520451
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-21T18:25:45,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-21T07:10:26.331168,15.49985468,0.00022080,51.6336,137.9914,100.8201,259.3037,0,U,25544,999,52045,0.00015029000000,0.00008127,0.0000000000000,6794.906,92.904,418.271,415.270,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4791724,293139449,0 ISS (ZARYA),1 25544U 98067A   25202.29891587  .00008127  00000-0  15029-3 0  9998,2 25544  51.6336 137.9914 0002208 100.8201 259.3037 15.49985468520458
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-21T07:06:49,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-21T04:04:45.197184,15.49983035,0.00021980,51.6337,138.6304,100.2424,259.8813,0,U,25544,999,52043,0.00014772000000,0.00007979,0.0000000000000,6794.913,92.904,418.271,415.284,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4791396,293125229,0 ISS (ZARYA),1 25544U 98067A   25202.16996756  .00007979  00000-0  14772-3 0  9996,2 25544  51.6337 138.6304 0002198 100.2424 259.8813 15.49983035520432
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-20T23:06:22,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-20T20:20:32.290080,15.49977817,0.00021870,51.6338,140.2277,99.1799,260.9438,0,U,25544,999,52038,0.00014663000000,0.00007915,0.0000000000000,6794.928,92.905,418.279,415.307,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4791079,293086699,0 ISS (ZARYA),1 25544U 98067A   25201.84759595  .00007915  00000-0  14663-3 0  9997,2 25544  51.6338 140.2277 0002187  99.1799 260.9438 15.49977817520381
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-21T05:22:01,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-20T20:20:32.290080,15.49977817,0.00021870,51.6338,140.2277,99.1799,260.9438,0,U,25544,999,52038,0.00014663000000,0.00007915,0.0000000000000,6794.928,92.905,418.279,415.307,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4791124,293094414,0 ISS (ZARYA),1 25544U 98067A   25201.84759595  .00007915  00000-0  14663-3 0  9997,2 25544  51.6338 140.2277 0002187  99.1799 260.9438 15.49977817520381
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-20T15:16:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-20T06:24:56.812608,15.49967702,0.00021980,51.6337,143.1027,97.0892,263.0347,0,U,25544,999,52029,0.00013592000000,0.00007301,0.0000000000000,6794.957,92.905,418.316,415.329,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4790718,293047605,0 ISS (ZARYA),1 25544U 98067A   25201.26732422  .00007301  00000-0  13592-3 0  9992,2 25544  51.6337 143.1027 0002198  97.0892 263.0347 15.49967702520293
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-20T17:14:18,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-20T06:24:56.812608,15.49967702,0.00021980,51.6337,143.1027,97.0892,263.0347,0,U,25544,999,52029,0.00013592000000,0.00007301,0.0000000000000,6794.957,92.905,418.316,415.329,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4790804,293056425,0 ISS (ZARYA),1 25544U 98067A   25201.26732422  .00007301  00000-0  13592-3 0  9992,2 25544  51.6337 143.1027 0002198  97.0892 263.0347 15.49967702520293
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-20T06:46:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-20T04:52:06.181248,15.49966786,0.00021990,51.6337,143.4222,96.8401,263.2838,0,U,25544,999,52028,0.00013625000000,0.00007319,0.0000000000000,6794.960,92.905,418.319,415.331,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4790336,293038209,0 ISS (ZARYA),1 25544U 98067A   25201.20284932  .00007319  00000-0  13625-3 0  9990,2 25544  51.6337 143.4222 0002199  96.8401 263.2838 15.49966786520284
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-19T22:56:16,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-19T21:07:52.982976,15.49961694,0.00022010,51.6336,145.0193,95.9395,264.1844,0,U,25544,999,52023,0.00013148000000,0.00007045,0.0000000000000,6794.975,92.906,418.336,415.344,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4790111,293002731,0 ISS (ZARYA),1 25544U 98067A   25200.88047434  .00007045  00000-0  13148-3 0  9993,2 25544  51.6336 145.0193 0002201  95.9395 264.1844 15.49961694520239
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-20T01:55:49,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-19T21:07:52.982976,15.49961694,0.00022010,51.6336,145.0193,95.9395,264.1844,0,U,25544,999,52023,0.00013148000000,0.00007045,0.0000000000000,6794.975,92.906,418.336,415.344,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4790181,293010618,0 ISS (ZARYA),1 25544U 98067A   25200.88047434  .00007045  00000-0  13148-3 0  9993,2 25544  51.6336 145.0193 0002201  95.9395 264.1844 15.49961694520239
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-19T15:06:41,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-19T08:45:07.704864,15.49951966,0.00022100,51.6335,147.5750,94.1080,266.0162,0,U,25544,999,52015,0.00011241000000,0.00005955,0.0000000000000,6795.003,92.906,418.370,415.367,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4789816,292964951,0 ISS (ZARYA),1 25544U 98067A   25200.36467251  .00005955  00000-0  11241-3 0  9999,2 25544  51.6335 147.5750 0002210  94.1080 266.0162 15.49951966520152
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-19T18:16:43,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-19T08:45:07.704864,15.49951966,0.00022100,51.6335,147.5750,94.1080,266.0162,0,U,25544,999,52015,0.00011241000000,0.00005955,0.0000000000000,6795.003,92.906,418.370,415.367,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4789892,292973217,0 ISS (ZARYA),1 25544U 98067A   25200.36467251  .00005955  00000-0  11241-3 0  9999,2 25544  51.6335 147.5750 0002210  94.1080 266.0162 15.49951966520152
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-19T07:06:41,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-19T04:06:35.633664,15.49949392,0.00022040,51.6335,148.5331,94.5231,265.6010,0,U,25544,999,52012,0.00011590000000,0.00006153,0.0000000000000,6795.011,92.906,418.374,415.378,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4789435,292956102,0 ISS (ZARYA),1 25544U 98067A   25200.17124576  .00006153  00000-0  11590-3 0  9996,2 25544  51.6335 148.5331 0002204  94.5231 265.6010 15.49949392520127
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-18T22:56:26,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-18T20:22:22.154592,15.49945849,0.00022280,51.6335,150.1303,93.4332,266.6912,0,U,25544,999,52007,0.00013184000000,0.00007062,0.0000000000000,6795.021,92.906,418.400,415.372,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4789106,292917885,0 ISS (ZARYA),1 25544U 98067A   25199.84886753  .00007062  00000-0  13184-3 0  9990,2 25544  51.6335 150.1303 0002228  93.4332 266.6912 15.49945849520070
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-19T02:59:01,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-18T20:22:22.154592,15.49945849,0.00022280,51.6335,150.1303,93.4332,266.6912,0,U,25544,999,52007,0.00013184000000,0.00007062,0.0000000000000,6795.021,92.906,418.400,415.372,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4789185,292925688,0 ISS (ZARYA),1 25544U 98067A   25199.84886753  .00007062  00000-0  13184-3 0  9990,2 25544  51.6335 150.1303 0002228  93.4332 266.6912 15.49945849520070
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-18T15:06:18,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-18T07:59:36.428064,15.49936261,0.00022450,51.6335,152.6859,92.2580,267.8666,0,U,25544,999,51999,0.00012289000000,0.00006549,0.0000000000000,6795.049,92.907,418.440,415.389,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4788785,292880636,0 ISS (ZARYA),1 25544U 98067A   25199.33306051  .00006549  00000-0  12289-3 0  9996,2 25544  51.6335 152.6859 0002245  92.2580 267.8666 15.49936261519990
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-18T17:36:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-18T07:59:36.428064,15.49936261,0.00022450,51.6335,152.6859,92.2580,267.8666,0,U,25544,999,51999,0.00012289000000,0.00006549,0.0000000000000,6795.049,92.907,418.440,415.389,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4788870,292888606,0 ISS (ZARYA),1 25544U 98067A   25199.33306051  .00006549  00000-0  12289-3 0  9996,2 25544  51.6335 152.6859 0002245  92.2580 267.8666 15.49936261519990
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-18T07:16:31,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-18T04:53:54.935520,15.49935069,0.00022390,51.6336,153.3248,91.7860,268.3385,0,U,25544,999,51997,0.00013123000000,0.00007024,0.0000000000000,6795.053,92.907,418.439,415.396,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4788424,292872176,0 ISS (ZARYA),1 25544U 98067A   25199.20410805  .00007024  00000-0  13123-3 0  9992,2 25544  51.6336 153.3248 0002239  91.7860 268.3385 15.49935069519976
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-17T21:46:44,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-17T21:17:44.257056,15.49933775,0.00022690,51.6349,154.8881,90.8972,300.4545,0,U,25544,999,51992,0.00014626000000,0.00007881,0.0000000000000,6795.057,92.907,418.463,415.380,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4788001,292831649,0 ISS (ZARYA),1 25544U 98067A   25198.88731779  .00007881  00000-0  14626-3 0  9991,2 25544  51.6349 154.8881 0002269  90.8972 300.4545 15.49933775519929
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-17T20:46:31,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-17T18:03:59.633856,15.49927767,0.00021620,51.6335,155.5605,93.1138,267.0098,0,U,25544,999,51990,0.00012824000000,0.00006852,0.0000000000000,6795.074,92.908,418.408,415.470,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4787923,292830237,0 ISS (ZARYA),1 25544U 98067A   25198.75277354  .00006852  00000-0  12824-3 0  9996,2 25544  51.6335 155.5605 0002162  93.1138 267.0098 15.49927767519901
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-17T16:16:19,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-17T10:42:19.107936,15.49949622,0.00023780,51.6343,157.0763,91.0646,356.5322,0,U,25544,999,51985,0.00071211000000,0.00040320,0.0000000000000,6795.010,92.906,418.491,415.259,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4787628,292791865,0 ISS (ZARYA),1 25544U 98067A   25198.44605449  .00040320  00000-0  71211-3 0  9995,2 25544  51.6343 157.0763 0002378  91.0646 356.5322 15.49949622519854
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-17T17:14:11,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-17T10:19:45.767712,15.49923845,0.00022730,51.6338,157.1576,88.8960,271.2290,0,U,25544,999,51985,0.00014395000000,0.00007747,0.0000000000000,6795.086,92.908,418.495,415.406,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4787632,292798964,0 ISS (ZARYA),1 25544U 98067A   25198.43039083  .00007747  00000-0  14395-3 0  9995,2 25544  51.6338 157.1576 0002273  88.8960 271.2290 15.49923845519854
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-17T07:06:41,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-17T05:41:13.396704,15.49919983,0.00022740,51.6342,158.1162,87.0874,273.0375,0,U,25544,999,51982,0.00011182000000,0.00005914,0.0000000000000,6795.097,92.908,418.507,415.417,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4787573,292790435,0 ISS (ZARYA),1 25544U 98067A   25198.23696061  .00005914  00000-0  11182-3 0  9993,2 25544  51.6342 158.1162 0002274  87.0874 273.0375 15.49919983519826
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-16T18:36:18,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-16T17:34:25.453920,15.50574159,0.00028440,51.6367,160.6113,25.5140,36.8267,0,U,25544,999,51974,0.00011952000000,0.00006509,0.0000000000000,6793.186,92.869,416.983,413.119,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4786967,292746053,0 ISS (ZARYA),1 25544U 98067A   25197.73223905  .00006509  00000-0  11952-3 0  9996,2 25544  51.6367 160.6113 0002844  25.5140  36.8267 15.50574159519743
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-16T14:16:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-16T10:11:19.243392,15.50569998,0.00028250,51.6363,162.1382,24.9428,118.6020,0,U,25544,999,51969,0.00012064000000,0.00006573,0.0000000000000,6793.198,92.869,416.982,413.144,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4786624,292706788,0 ISS (ZARYA),1 25544U 98067A   25197.42452828  .00006573  00000-0  12064-3 0  9996,2 25544  51.6363 162.1382 0002825  24.9428 118.6020 15.50569998519690
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-16T07:07:00,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-16T04:55:55.186176,15.50566696,0.00026910,51.6345,163.2275,16.9970,343.1109,0,U,25544,999,51966,0.00011690000000,0.00006354,0.0000000000000,6793.207,92.869,416.900,413.244,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4786565,292705720,0 ISS (ZARYA),1 25544U 98067A   25197.20549984  .00006354  00000-0  11690-3 0  9993,2 25544  51.6345 163.2275 0002691  16.9970 343.1109 15.50566696519669
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-16T05:06:16,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-16T04:09:47.999808,15.50572213,0.00027200,51.6359,163.3798,24.4643,156.7567,0,U,25544,999,51965,0.00016381000000,0.00009093,0.0000000000000,6793.191,92.869,416.904,413.209,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4786316,292699976,0 ISS (ZARYA),1 25544U 98067A   25197.17347222  .00009093  00000-0  16381-3 0  9995,2 25544  51.6359 163.3798 0002720  24.4643 156.7567 15.50572213519656
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-16T02:26:16,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-16T02:10:06.277152,15.50571559,0.00027160,51.6361,163.7917,24.2790,52.6490,0,U,25544,999,51964,0.00016634000000,0.00009240,0.0000000000000,6793.193,92.869,416.903,413.213,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4786311,292669689,0 ISS (ZARYA),1 25544U 98067A   25197.09035043  .00009240  00000-0  16634-3 0  9996,2 25544  51.6361 163.7917 0002716  24.2790  52.6490 15.50571559519642
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-15T22:56:21,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-15T19:39:04.274208,15.50562767,0.00026860,51.6345,165.1449,15.6719,344.4352,0,U,25544,999,51960,0.00013514000000,0.00007417,0.0000000000000,6793.219,92.870,416.909,413.259,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4786243,292668021,0 ISS (ZARYA),1 25544U 98067A   25196.81879947  .00007417  00000-0  13514-3 0  9992,2 25544  51.6345 165.1449 0002686  15.6719 344.4352 15.50562767519607
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-16T03:29:09,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-15T19:39:04.274208,15.50562767,0.00026860,51.6345,165.1449,15.6719,344.4352,0,U,25544,999,51960,0.00013514000000,0.00007417,0.0000000000000,6793.219,92.870,416.909,413.259,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4786315,292675959,0 ISS (ZARYA),1 25544U 98067A   25196.81879947  .00007417  00000-0  13514-3 0  9992,2 25544  51.6345 165.1449 0002686  15.6719 344.4352 15.50562767519607
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-15T21:16:29,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-15T18:23:33.013248,15.50566867,0.00026900,51.6362,165.3983,21.2845,45.8925,0,U,25544,999,51959,0.00017122000000,0.00009524,0.0000000000000,6793.207,92.869,416.899,413.245,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4785999,292662042,0 ISS (ZARYA),1 25544U 98067A   25196.76635432  .00009524  00000-0  17122-3 0  9995,2 25544  51.6362 165.3983 0002690  21.2845  45.8925 15.50566867519590
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-15T16:36:16,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-15T10:59:57.661728,15.50560360,0.00027630,51.6363,166.9265,20.6191,125.8861,0,U,25544,999,51954,0.00016948000000,0.00009420,0.0000000000000,6793.226,92.870,416.968,413.214,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4785982,292631373,0 ISS (ZARYA),1 25544U 98067A   25196.45830627  .00009420  00000-0  16948-3 0  9994,2 25544  51.6363 166.9265 0002763  20.6191 125.8861 15.50560360519544
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-15T14:56:18,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-15T10:22:13.260288,15.50558636,0.00026870,51.6344,167.0626,14.3724,345.7341,0,U,25544,999,51954,0.00015878000000,0.00008795,0.0000000000000,6793.231,92.870,416.921,413.271,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4785907,292630447,0 ISS (ZARYA),1 25544U 98067A   25196.43209792  .00008795  00000-0  15878-3 0  9990,2 25544  51.6344 167.0626 0002687  14.3724 345.7341 15.50558636519542
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-15T20:01:57,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-15T10:22:13.260288,15.50558636,0.00026870,51.6344,167.0626,14.3724,345.7341,0,U,25544,999,51954,0.00015878000000,0.00008795,0.0000000000000,6793.231,92.870,416.921,413.271,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4785994,292638021,0 ISS (ZARYA),1 25544U 98067A   25196.43209792  .00008795  00000-0  15878-3 0  9990,2 25544  51.6344 167.0626 0002687  14.3724 345.7341 15.50558636519542
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-15T07:16:33,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-15T04:10:59.191680,15.50554616,0.00027000,51.6344,168.3411,13.1182,346.9877,0,U,25544,999,51950,0.00016747000000,0.00009301,0.0000000000000,6793.243,92.870,416.942,413.273,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4785595,292621963,0 ISS (ZARYA),1 25544U 98067A   25196.17429620  .00009301  00000-0  16747-3 0  9995,2 25544  51.6344 168.3411 0002700  13.1182 346.9877 15.50554616519506
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-14T21:36:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-14T20:48:53.252064,15.50544586,0.00027610,51.6357,169.8553,17.1347,68.0876,0,U,25544,999,51945,0.00015331000000,0.00008471,0.0000000000000,6793.272,92.871,417.013,413.261,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4784993,292577281,0 ISS (ZARYA),1 25544U 98067A   25195.86728301  .00008471  00000-0  15331-3 0  9993,2 25544  51.6357 169.8553 0002761  17.1347  68.0876 15.50544586519457
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-15T03:13:35,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-14T17:21:19.451520,15.50545164,0.00026910,51.6344,170.5783,11.6689,348.4362,0,U,25544,999,51943,0.00016298000000,0.00009036,0.0000000000000,6793.270,92.871,416.963,413.307,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4785252,292590308,0 ISS (ZARYA),1 25544U 98067A   25195.72314180  .00009036  00000-0  16298-3 0  9995,2 25544  51.6344 170.5783 0002691  11.6689 348.4362 15.50545164519433
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-14T15:06:19,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-14T09:37:16.660992,15.50538108,0.00026980,51.6342,172.1763,10.2035,349.9008,0,U,25544,999,51938,0.00016098000000,0.00008917,0.0000000000000,6793.291,92.871,416.989,413.323,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4784920,292545567,0 ISS (ZARYA),1 25544U 98067A   25195.40088728  .00008917  00000-0  16098-3 0  9991,2 25544  51.6342 172.1763 0002698  10.2035 349.9008 15.50538108519381
