CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-07T10:56:31,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-07T09:24:14.393664,15.50414693,0.00021920,51.6363,206.9237,345.2586,106.4404,0,U,25544,999,51829,0.00013010000000,0.00007084,0.0000000000000,6793.651,92.878,417.006,414.027,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4777897,291890894,0 ISS (ZARYA),1 25544U 98067A   25188.39183326  .00007084  00000-0  13010-3 0  9996,2 25544  51.6363 206.9237 0002192 345.2586 106.4404 15.50414693518294
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-07T06:26:18,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-07T06:17:07.143072,15.50411937,0.00021680,51.6365,207.5680,344.4653,101.4649,0,U,25544,999,51827,0.00012695000000,0.00006901,0.0000000000000,6793.659,92.879,416.997,414.052,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4777667,291885427,0 ISS (ZARYA),1 25544U 98067A   25188.26188823  .00006901  00000-0  12695-3 0  9994,2 25544  51.6365 207.5680 0002168 344.4653 101.4649 15.50411937518276
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-06T14:56:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-06T12:53:59.854848,15.50400814,0.00025310,51.6339,211.1650,341.3331,18.7565,0,U,25544,999,51816,0.00013634000000,0.00007443,0.0000000000000,6793.692,92.879,417.276,413.837,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4777232,291814528,0 ISS (ZARYA),1 25544U 98067A   25187.53749832  .00007443  00000-0  13634-3 0  9992,2 25544  51.6339 211.1650 0002531 341.3331  18.7565 15.50400814518165
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-06T18:05:35,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-06T12:53:59.854848,15.50400814,0.00025310,51.6339,211.1650,341.3331,18.7565,0,U,25544,999,51816,0.00013634000000,0.00007443,0.0000000000000,6793.692,92.879,417.276,413.837,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4777297,291822792,0 ISS (ZARYA),1 25544U 98067A   25187.53749832  .00007443  00000-0  13634-3 0  9992,2 25544  51.6339 211.1650 0002531 341.3331  18.7565 15.50400814518165
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-06T07:16:24,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-06T05:09:54.448128,15.50395869,0.00025170,51.6341,212.7627,339.7243,20.3646,0,U,25544,999,51811,0.00013705000000,0.00007482,0.0000000000000,6793.706,92.880,417.281,413.861,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4777002,291808604,0 ISS (ZARYA),1 25544U 98067A   25187.21521352  .00007482  00000-0  13705-3 0  9994,2 25544  51.6341 212.7627 0002517 339.7243  20.3646 15.50395869518113
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-06T04:16:29,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-06T02:12:59.620608,15.50394399,0.00021140,51.6367,213.3667,338.6457,55.2833,0,U,25544,999,51809,0.00012518000000,0.00006794,0.0000000000000,6793.711,92.880,417.012,414.139,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4776706,291801207,0 ISS (ZARYA),1 25544U 98067A   25187.09235672  .00006794  00000-0  12518-3 0  9993,2 25544  51.6367 213.3667 0002114 338.6457  55.2833 15.50394399518099
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-05T23:06:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-05T19:52:59.834784,15.50389624,0.00025070,51.6342,214.6801,338.0294,22.0587,0,U,25544,999,51805,0.00013106000000,0.00007133,0.0000000000000,6793.725,92.880,417.293,413.886,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4776644,291769872,0 ISS (ZARYA),1 25544U 98067A   25186.82847031  .00007133  00000-0  13106-3 0  9993,2 25544  51.6342 214.6801 0002507 338.0294  22.0587 15.50389624518054
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-06T04:10:31,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-05T19:52:59.834784,15.50389624,0.00025070,51.6342,214.6801,338.0294,22.0587,0,U,25544,999,51805,0.00013106000000,0.00007133,0.0000000000000,6793.725,92.880,417.293,413.886,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4776705,291777222,0 ISS (ZARYA),1 25544U 98067A   25186.82847031  .00007133  00000-0  13106-3 0  9993,2 25544  51.6342 214.6801 0002507 338.0294  22.0587 15.50389624518054
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-05T14:56:19,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-05T12:08:54.250080,15.50384048,0.00024920,51.6343,216.2777,336.9059,23.1817,0,U,25544,999,51800,0.00012412000000,0.00006730,0.0000000000000,6793.741,92.880,417.299,413.913,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4776289,291731393,0 ISS (ZARYA),1 25544U 98067A   25186.50618345  .00006730  00000-0  12412-3 0  9993,2 25544  51.6343 216.2777 0002492 336.9059  23.1817 15.50384048518002
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-05T17:45:45,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-05T12:08:54.250080,15.50384048,0.00024920,51.6343,216.2777,336.9059,23.1817,0,U,25544,999,51800,0.00012412000000,0.00006730,0.0000000000000,6793.741,92.880,417.299,413.913,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4776382,291739319,0 ISS (ZARYA),1 25544U 98067A   25186.50618345  .00006730  00000-0  12412-3 0  9993,2 25544  51.6343 216.2777 0002492 336.9059  23.1817 15.50384048518002
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-05T07:06:39,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-05T04:24:48.525408,15.50380546,0.00024900,51.6345,217.8755,335.5645,24.5226,0,U,25544,999,51795,0.00012417000000,0.00006732,0.0000000000000,6793.751,92.880,417.308,413.924,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4775975,291723614,0 ISS (ZARYA),1 25544U 98067A   25186.18389497  .00006732  00000-0  12417-3 0  9997,2 25544  51.6345 217.8755 0002490 335.5645  24.5226 15.50380546517952
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-04T22:46:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-04T19:07:53.593248,15.50372911,0.00024510,51.6344,219.7923,333.2220,26.8642,0,U,25544,999,51789,0.00010287000000,0.00005496,0.0000000000000,6793.773,92.881,417.304,413.973,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4775683,291685545,0 ISS (ZARYA),1 25544U 98067A   25185.79714807  .00005496  00000-0  10287-3 0  9999,2 25544  51.6344 219.7923 0002451 333.2220  26.8642 15.50372911517897
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-05T04:36:57,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-04T19:07:53.593248,15.50372911,0.00024510,51.6344,219.7923,333.2220,26.8642,0,U,25544,999,51789,0.00010287000000,0.00005496,0.0000000000000,6793.773,92.881,417.304,413.973,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4775734,291692791,0 ISS (ZARYA),1 25544U 98067A   25185.79714807  .00005496  00000-0  10287-3 0  9999,2 25544  51.6344 219.7923 0002451 333.2220  26.8642 15.50372911517897
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-04T14:56:26,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-04T11:23:47.709600,15.50368910,0.00024500,51.6344,221.3901,331.8120,28.2736,0,U,25544,999,51784,0.00010282000000,0.00005492,0.0000000000000,6793.785,92.881,417.315,413.986,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4775299,291645926,0 ISS (ZARYA),1 25544U 98067A   25185.47485775  .00005492  00000-0  10282-3 0  9994,2 25544  51.6344 221.3901 0002450 331.8120  28.2736 15.50368910517843
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-04T18:39:55,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-04T11:23:47.709600,15.50368910,0.00024500,51.6344,221.3901,331.8120,28.2736,0,U,25544,999,51784,0.00010282000000,0.00005492,0.0000000000000,6793.785,92.881,417.315,413.986,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4775522,291657996,0 ISS (ZARYA),1 25544U 98067A   25185.47485775  .00005492  00000-0  10282-3 0  9994,2 25544  51.6344 221.3901 0002450 331.8120  28.2736 15.50368910517843
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-04T09:46:15,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-04T03:39:41.749920,15.50365120,0.00024270,51.6344,222.9877,330.6237,29.4615,0,U,25544,999,51779,0.00010394000000,0.00005556,0.0000000000000,6793.796,92.881,417.310,414.012,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4775075,291639823,0 ISS (ZARYA),1 25544U 98067A   25185.15256655  .00005556  00000-0  10394-3 0  9997,2 25544  51.6344 222.9877 0002427 330.6237  29.4615 15.50365120517795
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-04T06:06:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-04T03:39:41.749920,15.50365120,0.00024270,51.6344,222.9877,330.6237,29.4615,0,U,25544,999,51779,0.00010394000000,0.00005556,0.0000000000000,6793.796,92.881,417.310,414.012,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4774769,291632231,0 ISS (ZARYA),1 25544U 98067A   25185.15256655  .00005556  00000-0  10394-3 0  9997,2 25544  51.6344 222.9877 0002427 330.6237  29.4615 15.50365120517795
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-03T21:36:27,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-03T17:17:19.078944,15.50362223,0.00020910,51.6362,225.1235,328.2731,137.9413,0,U,25544,999,51772,0.00014724000000,0.00008064,0.0000000000000,6793.805,92.882,417.090,414.249,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4774481,291595046,0 ISS (ZARYA),1 25544U 98067A   25184.72035971  .00008064  00000-0  14724-3 0  9993,2 25544  51.6362 225.1235 0002091 328.2731 137.9413 15.50362223517722
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-04T03:20:15,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-03T13:44:18.835872,15.50358139,0.00024040,51.6344,225.8637,328.2751,31.8093,0,U,25544,999,51770,0.00010472000000,0.00005600,0.0000000000000,6793.817,92.882,417.315,414.048,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4774767,291608245,0 ISS (ZARYA),1 25544U 98067A   25184.57244023  .00005600  00000-0  10472-3 0  9995,2 25544  51.6344 225.8637 0002404 328.2751  31.8093 15.50358139517700
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-03T13:56:18,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-03T12:49:30.188352,15.50360675,0.00021530,51.6361,226.0493,329.4547,178.0509,0,U,25544,999,51769,0.00014126000000,0.00007716,0.0000000000000,6793.809,92.882,417.137,414.211,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4774129,291526292,0 ISS (ZARYA),1 25544U 98067A   25184.53437718  .00007716  00000-0  14126-3 0  9996,2 25544  51.6361 226.0493 0002153 329.4547 178.0509 15.50360675517691
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-03T12:56:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-03T10:38:40.393248,15.50355829,0.00024040,51.6345,226.5029,327.7147,32.3695,0,U,25544,999,51768,0.00009886600000,0.00005261,0.0000000000000,6793.823,92.882,417.322,414.055,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4774128,291526291,0 ISS (ZARYA),1 25544U 98067A   25184.44352307  .00005261  00000-0  98866-4 0  9993,2 25544  51.6345 226.5029 0002404 327.7147  32.3695 15.50355829517681
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-03T07:16:31,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-03T04:27:23.440608,15.50353239,0.00023920,51.6344,227.7809,326.5974,33.4863,0,U,25544,999,51764,0.00010343000000,0.00005524,0.0000000000000,6793.831,92.882,417.321,414.071,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4774078,291524667,0 ISS (ZARYA),1 25544U 98067A   25184.18568797  .00005524  00000-0  10343-3 0  9991,2 25544  51.6344 227.7809 0002392 326.5974  33.4863 15.50353239517648
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-02T20:56:29,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-02T20:36:11.000160,15.50337006,0.00025050,51.6357,229.3983,324.9211,7.6111,0,U,25544,999,51758,-0.00028156000000,-0.00016683,0.0000000000000,6793.878,92.883,417.445,414.041,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4773468,291480064,0 ISS (ZARYA),1 25544U 98067A   25183.85846065 -.00016683  00000-0 -28156-3 0  9992,2 25544  51.6357 229.3983 0002505 324.9211   7.6111 15.50337006517581
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-03T05:56:16,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-02T19:10:27.939936,15.50349436,0.00023840,51.6345,229.6983,324.3477,35.7352,0,U,25544,999,51758,0.00011479000000,0.00006181,0.0000000000000,6793.842,92.882,417.327,414.087,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4773778,291517620,0 ISS (ZARYA),1 25544U 98067A   25183.79893449  .00006181  00000-0  11479-3 0  9993,2 25544  51.6345 229.6983 0002384 324.3477  35.7352 15.50349436517583
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-03T03:40:39,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-02T19:10:27.939936,15.50349436,0.00023840,51.6345,229.6983,324.3477,35.7352,0,U,25544,999,51758,0.00011479000000,0.00006181,0.0000000000000,6793.842,92.882,417.327,414.087,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4773777,291493659,0 ISS (ZARYA),1 25544U 98067A   25183.79893449  .00006181  00000-0  11479-3 0  9993,2 25544  51.6345 229.6983 0002384 324.3477  35.7352 15.50349436517583
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-02T15:06:20,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-02T11:26:21.627744,15.50345296,0.00023690,51.6344,231.2960,323.3310,36.7517,0,U,25544,999,51753,0.00012554000000,0.00006802,0.0000000000000,6793.854,92.883,417.329,414.110,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4773405,291417448,0 ISS (ZARYA),1 25544U 98067A   25183.47663921  .00006802  00000-0  12554-3 0  9993,2 25544  51.6344 231.2960 0002369 323.3310  36.7517 15.50345296517533
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-02T17:47:34,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-02T11:26:21.627744,15.50345296,0.00023690,51.6344,231.2960,323.3310,36.7517,0,U,25544,999,51753,0.00012554000000,0.00006802,0.0000000000000,6793.854,92.883,417.329,414.110,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4773459,291426001,0 ISS (ZARYA),1 25544U 98067A   25183.47663921  .00006802  00000-0  12554-3 0  9993,2 25544  51.6344 231.2960 0002369 323.3310  36.7517 15.50345296517533
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-02T06:06:22,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-02T04:07:00.053760,15.50326686,0.00021620,51.6357,232.8024,321.8485,134.2034,0,U,25544,999,51748,0.00010070000000,0.00005361,0.0000000000000,6793.908,92.884,417.242,414.305,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4772821,291403201,0 ISS (ZARYA),1 25544U 98067A   25183.17152840  .00005361  00000-0  10070-3 0  9993,2 25544  51.6357 232.8024 0002162 321.8485 134.2034 15.50326686517486
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-01T23:06:21,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-01T19:58:08.780448,15.50322094,0.00023520,51.6347,234.4916,318.4634,41.6176,0,U,25544,999,51743,0.00010743000000,0.00005749,0.0000000000000,6793.922,92.884,417.385,414.189,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4772772,291341150,0 ISS (ZARYA),1 25544U 98067A   25182.83204607  .00005749  00000-0  10743-3 0  9991,2 25544  51.6347 234.4916 0002352 318.4634  41.6176 15.50322094517434
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-02T02:08:41,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-01T19:58:08.780448,15.50322094,0.00023520,51.6347,234.4916,318.4634,41.6176,0,U,25544,999,51743,0.00010743000000,0.00005749,0.0000000000000,6793.922,92.884,417.385,414.189,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4772819,291349511,0 ISS (ZARYA),1 25544U 98067A   25182.83204607  .00005749  00000-0  10743-3 0  9991,2 25544  51.6347 234.4916 0002352 318.4634  41.6176 15.50322094517434
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-01T21:16:31,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-01T15:47:34.318176,15.50319280,0.00021620,51.6360,235.3486,320.4564,147.8083,0,U,25544,999,51740,0.00009641800000,0.00005112,0.0000000000000,6793.930,92.884,417.264,414.326,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4772472,291334374,0 ISS (ZARYA),1 25544U 98067A   25182.65803609  .00005112  00000-0  96418-4 0  9996,2 25544  51.6360 235.3486 0002162 320.4564 147.8083 15.50319280517401
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-01T14:46:55,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-01T14:27:46.735200,15.50319249,0.00020780,51.6362,235.6237,320.5297,198.2707,0,U,25544,999,51739,0.00009879500000,0.00005250,0.0000000000000,6793.930,92.884,417.207,414.383,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4772292,291300731,0 ISS (ZARYA),1 25544U 98067A   25182.60262425  .00005250  00000-0  98795-4 0  9999,2 25544  51.6362 235.6237 0002078 320.5297 198.2707 15.50319249517396
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-01T07:06:50,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-01T04:29:55.076064,15.50314091,0.00023310,51.6345,237.6869,315.1210,44.9590,0,U,25544,999,51733,0.00009753700000,0.00005176,0.0000000000000,6793.945,92.884,417.394,414.227,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4772067,291295497,0 ISS (ZARYA),1 25544U 98067A   25182.18744301  .00005176  00000-0  97537-4 0  9990,2 25544  51.6345 237.6869 0002331 315.1210  44.9590 15.50314091517338
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-06-30T21:16:43,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-06-30T20:38:53.999808,15.50312841,0.00020950,51.6365,239.3035,317.1043,16.2145,0,U,25544,999,51727,0.00010713000000,0.00005730,0.0000000000000,6793.949,92.884,417.237,414.391,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4771473,291220898,0 ISS (ZARYA),1 25544U 98067A   25181.86034722  .00005730  00000-0  10713-3 0  9999,2 25544  51.6365 239.3035 0002095 317.1043  16.2145 15.50312841517279
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-01T02:15:15,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-06-30T19:12:58.700160,15.50309575,0.00023170,51.6345,239.6041,313.2634,46.8161,0,U,25544,999,51727,0.00009213600000,0.00004863,0.0000000000000,6793.958,92.885,417.398,414.249,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4771813,291235785,0 ISS (ZARYA),1 25544U 98067A   25181.80067940  .00004863  00000-0  92136-4 0  9997,2 25544  51.6345 239.6041 0002317 313.2634  46.8161 15.50309575517274
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-06-30T17:36:16,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-06-30T14:59:32.292384,15.50310910,0.00020740,51.6367,240.4728,316.5314,140.6278,0,U,25544,999,51724,0.00011156000000,0.00005986,0.0000000000000,6793.955,92.885,417.229,414.411,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4771467,291220853,0 ISS (ZARYA),1 25544U 98067A   25181.62467931  .00005986  00000-0  11156-3 0  9990,2 25544  51.6367 240.4728 0002074 316.5314 140.6278 15.50310910517245
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-06-30T15:06:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-06-30T13:01:41.093472,15.50306257,0.00023160,51.6345,240.8823,311.9733,48.1059,0,U,25544,999,51723,0.00008822700000,0.00004637,0.0000000000000,6793.968,92.885,417.407,414.260,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4771372,291188606,0 ISS (ZARYA),1 25544U 98067A   25181.54283673  .00004637  00000-0  88227-4 0  9996,2 25544  51.6345 240.8823 0002316 311.9733  48.1059 15.50306257517231
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-06-30T17:29:02,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-06-30T13:01:41.093472,15.50306257,0.00023160,51.6345,240.8823,311.9733,48.1059,0,U,25544,999,51723,0.00008822700000,0.00004637,0.0000000000000,6793.968,92.885,417.407,414.260,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4771466,291197439,0 ISS (ZARYA),1 25544U 98067A   25181.54283673  .00004637  00000-0  88227-4 0  9996,2 25544  51.6345 240.8823 0002316 311.9733  48.1059 15.50306257517231
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-06-30T13:36:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-06-30T12:03:12.496608,15.50310306,0.00020250,51.6368,241.0803,315.1407,178.1533,0,U,25544,999,51722,0.00011614000000,0.00006250,0.0000000000000,6793.956,92.885,417.197,414.446,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4771126,291182229,0 ISS (ZARYA),1 25544U 98067A   25181.50222797  .00006250  00000-0  11614-3 0  9990,2 25544  51.6368 241.0803 0002025 315.1407 178.1533 15.50310306517228
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-06-30T06:56:28,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-06-30T03:44:44.606976,15.50302098,0.00022950,51.6344,242.7996,311.2029,48.8762,0,U,25544,999,51717,0.00008990700000,0.00004733,0.0000000000000,6793.980,92.885,417.405,414.286,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4771063,291180994,0 ISS (ZARYA),1 25544U 98067A   25181.15607184  .00004733  00000-0  89907-4 0  9993,2 25544  51.6344 242.7996 0002295 311.2029  48.8762 15.50302098517179
